name,artists,daily_rank,daily_movement,weekly_movement,snapshot_date,popularity,duration_ms,album_name,album_release_date
IDGAF (feat. Yeat),"Drake, Yeat",37,1,-6,11/16/2023,94,260111,For All The Dogs,10/6/2023
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",38,-2,-1,11/16/2023,93,227195,Zach Bryan,8/25/2023
All I Want for Christmas Is You,Mariah Carey,39,0,11,11/16/2023,88,241106,Merry Christmas,10/28/1994
Another Love,Tom Odell,40,0,-5,11/16/2023,92,244360,Long Way Down (Deluxe),6/24/2013
Lollipop,Darell,41,2,-18,11/16/2023,94,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
Sweater Weather,The Neighbourhood,42,0,1,11/16/2023,92,240400,I Love You.,4/19/2013
fukumean,Gunna,43,-2,-7,11/16/2023,94,125040,a Gift & a Curse,6/16/2023
Anti-Hero,Taylor Swift,44,0,6,11/16/2023,92,200690,Midnights,10/21/2022
Columbia,Quevedo,45,1,-6,11/16/2023,94,186000,Columbia,7/7/2023
Die For You,The Weeknd,46,-1,-2,11/16/2023,90,260253,Starboy,11/24/2016
Last Christmas - Single Version,Wham!,47,2,3,11/16/2023,74,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
Snooze,SZA,48,2,2,11/16/2023,92,201800,SOS,12/9/2022
Lover,Taylor Swift,49,-1,1,11/16/2023,92,221306,Lover,8/23/2019
LOU LOU,"Gabito Ballesteros, Natanael Cano",50,0,-8,11/16/2023,90,188000,LOU LOU,10/19/2023
greedy,Tate McRae,1,0,1,11/15/2023,100,131872,greedy,9/15/2023
Standing Next to You,Jung Kook,2,0,-1,11/15/2023,95,206019,GOLDEN,11/3/2023
Si No Estás,iñigo quintero,3,1,0,11/15/2023,99,184061,Si No Estás,9/23/2022
Cruel Summer,Taylor Swift,4,-1,3,11/15/2023,99,178426,Lover,8/23/2019
My Love Mine All Mine,Mitski,5,1,5,11/15/2023,97,137773,The Land Is Inhospitable and So Are We,9/15/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",6,-1,-2,11/15/2023,86,183550,GOLDEN,11/3/2023
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,7,1,-2,11/15/2023,94,229477,1989 (Taylor's Version),10/26/2023
Houdini,Dua Lipa,8,2,42,11/15/2023,87,185917,Houdini,11/9/2023
PERRO NEGRO,"Bad Bunny, Feid",9,-2,-1,11/15/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Paint The Town Red,Doja Cat,10,-1,-4,11/15/2023,89,230480,Scarlet,9/20/2023
MONACO,Bad Bunny,11,0,-2,11/15/2023,98,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Strangers,Kenya Grace,12,1,-1,11/15/2023,98,172964,Strangers,9/1/2023
HARLEY QUINN,"Fuerza Regida, Marshmello",13,-1,2,11/15/2023,92,143327,Pa las Baby's Y Belikeada,10/20/2023
Water,Tyla,14,0,0,11/15/2023,96,200255,Water,7/28/2023
Lovin On Me,Jack Harlow,15,5,35,11/15/2023,82,138411,Lovin On Me,11/10/2023
Agora Hills,Doja Cat,16,1,3,11/15/2023,83,265360,Scarlet,9/20/2023
QLONA,"KAROL G, Peso Pluma",17,-1,-1,11/15/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",18,-3,-1,11/15/2023,94,191466,Que Onda,8/30/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",19,-1,-7,11/15/2023,88,201812,3D : The Remixes,10/2/2023
I Wanna Be Yours,Arctic Monkeys,20,-1,0,11/15/2023,95,183956,AM,9/9/2013
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,21,1,-8,11/15/2023,92,146436,1989 (Taylor's Version),10/26/2023
LALA,Myke Towers,22,-1,-1,11/15/2023,96,197920,LA VIDA ES UNA,3/23/2023
Daylight,David Kushner,23,3,2,11/15/2023,95,212953,Daylight,4/14/2023
As It Was,Harry Styles,24,4,3,11/15/2023,95,167303,Harry's House,5/20/2022
Según Quién,"Maluma, Carin Leon",25,-1,-2,11/15/2023,89,142334,Don Juan,8/25/2023
vampire,Olivia Rodrigo,26,1,0,11/15/2023,95,219724,GUTS,9/8/2023
Dance The Night - From Barbie The Album,Dua Lipa,27,2,7,11/15/2023,94,176579,Dance The Night (From Barbie The Album),5/25/2023
Prada,"cassö, RAYE, D-Block Europe",28,10,0,11/15/2023,94,132359,Prada,8/11/2023
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",29,1,20,11/15/2023,90,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,30,5,-12,11/15/2023,91,180381,1989 (Taylor's Version),10/26/2023
Stick Season,Noah Kahan,31,6,17,11/15/2023,90,182346,Stick Season,10/14/2022
Starboy,"The Weeknd, Daft Punk",32,-1,-2,11/15/2023,94,230453,Starboy,11/25/2016
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,33,0,-1,11/15/2023,95,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",34,-9,-5,11/15/2023,94,212878,GÉNESIS,6/29/2023
Kill Bill,SZA,35,-3,1,11/15/2023,91,153946,SOS,12/8/2022
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",36,4,2,11/15/2023,93,227195,Zach Bryan,8/25/2023
The Night We Met,Lord Huron,37,2,3,11/15/2023,82,208211,Strange Trails,4/7/2015
IDGAF (feat. Yeat),"Drake, Yeat",38,7,-7,11/15/2023,94,260111,For All The Dogs,10/6/2023
All I Want for Christmas Is You,Mariah Carey,39,-16,11,11/15/2023,88,241106,Merry Christmas,10/28/1994
Another Love,Tom Odell,40,1,-3,11/15/2023,92,244360,Long Way Down (Deluxe),6/24/2013
fukumean,Gunna,41,1,-2,11/15/2023,94,125040,a Gift & a Curse,6/16/2023
Sweater Weather,The Neighbourhood,42,1,5,11/15/2023,92,240400,I Love You.,4/19/2013
Lollipop,Darell,43,-7,-19,11/15/2023,94,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
Anti-Hero,Taylor Swift,44,2,6,11/15/2023,93,200690,Midnights,10/21/2022
Die For You,The Weeknd,45,2,0,11/15/2023,90,260253,Starboy,11/24/2016
Columbia,Quevedo,46,-2,-3,11/15/2023,94,186000,Columbia,7/7/2023
LALALALA,Stray Kids,47,1,3,11/15/2023,81,182224,ROCK-STAR,11/10/2023
Lover,Taylor Swift,48,2,2,11/15/2023,92,221306,Lover,8/23/2019
Last Christmas - Single Version,Wham!,49,-15,1,11/15/2023,73,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
Snooze,SZA,50,0,0,11/15/2023,92,201800,SOS,12/9/2022
greedy,Tate McRae,1,0,1,11/14/2023,100,131872,greedy,9/15/2023
Standing Next to You,Jung Kook,2,1,-1,11/14/2023,95,206019,GOLDEN,11/3/2023
Cruel Summer,Taylor Swift,3,2,4,11/14/2023,99,178426,Lover,8/23/2019
Si No Estás,iñigo quintero,4,-2,-1,11/14/2023,99,184061,Si No Estás,9/23/2022
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",5,3,-1,11/14/2023,86,183550,GOLDEN,11/3/2023
My Love Mine All Mine,Mitski,6,4,4,11/14/2023,97,137773,The Land Is Inhospitable and So Are We,9/15/2023
PERRO NEGRO,"Bad Bunny, Feid",7,-3,1,11/14/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,8,4,-3,11/14/2023,94,229477,1989 (Taylor's Version),10/26/2023
Paint The Town Red,Doja Cat,9,-2,-3,11/14/2023,89,230480,Scarlet,9/20/2023
Houdini,Dua Lipa,10,-4,40,11/14/2023,85,185917,Houdini,11/9/2023
MONACO,Bad Bunny,11,-2,-2,11/14/2023,98,267194,nadie sabe lo que va a pasar mañana,10/13/2023
HARLEY QUINN,"Fuerza Regida, Marshmello",12,-1,3,11/14/2023,92,143327,Pa las Baby's Y Belikeada,10/20/2023
Strangers,Kenya Grace,13,0,-2,11/14/2023,98,172964,Strangers,9/1/2023
Water,Tyla,14,0,0,11/14/2023,96,200255,Water,7/28/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",15,1,2,11/14/2023,94,191466,Que Onda,8/30/2023
QLONA,"KAROL G, Peso Pluma",16,-1,0,11/14/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Agora Hills,Doja Cat,17,1,2,11/14/2023,82,265360,Scarlet,9/20/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",18,2,-6,11/14/2023,88,201812,3D : The Remixes,10/2/2023
I Wanna Be Yours,Arctic Monkeys,19,3,1,11/14/2023,95,183956,AM,9/9/2013
Lovin On Me,Jack Harlow,20,-3,30,11/14/2023,79,138411,Lovin On Me,11/10/2023
LALA,Myke Towers,21,-2,0,11/14/2023,96,197920,LA VIDA ES UNA,3/23/2023
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,22,1,-9,11/14/2023,92,146436,1989 (Taylor's Version),10/26/2023
All I Want for Christmas Is You,Mariah Carey,23,9,27,11/14/2023,88,241106,Merry Christmas,10/28/1994
Según Quién,"Maluma, Carin Leon",24,-3,-1,11/14/2023,89,142334,Don Juan,8/25/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",25,-1,4,11/14/2023,94,212878,GÉNESIS,6/29/2023
Daylight,David Kushner,26,3,-1,11/14/2023,95,212953,Daylight,4/14/2023
vampire,Olivia Rodrigo,27,1,-1,11/14/2023,95,219724,GUTS,9/8/2023
As It Was,Harry Styles,28,-2,-1,11/14/2023,95,167303,Harry's House,5/20/2022
Dance The Night - From Barbie The Album,Dua Lipa,29,-4,5,11/14/2023,94,176579,Dance The Night (From Barbie The Album),5/25/2023
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",30,5,19,11/14/2023,90,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
Starboy,"The Weeknd, Daft Punk",31,0,-1,11/14/2023,94,230453,Starboy,11/25/2016
Kill Bill,SZA,32,2,4,11/14/2023,91,153946,SOS,12/8/2022
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,33,4,-1,11/14/2023,95,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
Last Christmas - Single Version,Wham!,34,16,16,11/14/2023,73,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,35,7,-17,11/14/2023,91,180381,1989 (Taylor's Version),10/26/2023
Lollipop,Darell,36,-6,-12,11/14/2023,94,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
Stick Season,Noah Kahan,37,3,11,11/14/2023,90,182346,Stick Season,10/14/2022
Prada,"cassö, RAYE, D-Block Europe",38,-11,-10,11/14/2023,94,132359,Prada,8/11/2023
The Night We Met,Lord Huron,39,8,1,11/14/2023,82,208211,Strange Trails,4/7/2015
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",40,-1,-2,11/14/2023,93,227195,Zach Bryan,8/25/2023
Another Love,Tom Odell,41,3,-4,11/14/2023,92,244360,Long Way Down (Deluxe),6/24/2013
fukumean,Gunna,42,-6,-3,11/14/2023,94,125040,a Gift & a Curse,6/16/2023
Sweater Weather,The Neighbourhood,43,3,4,11/14/2023,92,240400,I Love You.,4/19/2013
Columbia,Quevedo,44,-11,-1,11/14/2023,94,186000,Columbia,7/7/2023
IDGAF (feat. Yeat),"Drake, Yeat",45,-4,-14,11/14/2023,94,260111,For All The Dogs,10/6/2023
Anti-Hero,Taylor Swift,46,3,4,11/14/2023,93,200690,Midnights,10/21/2022
Die For You,The Weeknd,47,1,-2,11/14/2023,90,260253,Starboy,11/24/2016
LALALALA,Stray Kids,48,-10,2,11/14/2023,79,182224,ROCK-STAR,11/10/2023
LOU LOU,"Gabito Ballesteros, Natanael Cano",49,-6,-5,11/14/2023,90,188000,LOU LOU,10/19/2023
Lover,Taylor Swift,50,0,0,11/14/2023,92,221306,Lover,8/23/2019
greedy,Tate McRae,1,0,2,11/13/2023,100,131872,greedy,9/15/2023
Si No Estás,iñigo quintero,2,1,2,11/13/2023,99,184061,Si No Estás,9/23/2022
Standing Next to You,Jung Kook,3,1,-1,11/13/2023,95,206019,GOLDEN,11/3/2023
PERRO NEGRO,"Bad Bunny, Feid",4,1,2,11/13/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Cruel Summer,Taylor Swift,5,1,3,11/13/2023,99,178426,Lover,8/23/2019
Houdini,Dua Lipa,6,-4,44,11/13/2023,80,185917,Houdini,11/9/2023
Paint The Town Red,Doja Cat,7,0,0,11/13/2023,89,230480,Scarlet,9/20/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",8,0,-7,11/13/2023,85,183550,GOLDEN,11/3/2023
MONACO,Bad Bunny,9,1,0,11/13/2023,98,267194,nadie sabe lo que va a pasar mañana,10/13/2023
My Love Mine All Mine,Mitski,10,1,2,11/13/2023,97,137773,The Land Is Inhospitable and So Are We,9/15/2023
HARLEY QUINN,"Fuerza Regida, Marshmello",11,2,2,11/13/2023,91,143327,Pa las Baby's Y Belikeada,10/20/2023
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,12,-3,-7,11/13/2023,94,229477,1989 (Taylor's Version),10/26/2023
Strangers,Kenya Grace,13,-1,-2,11/13/2023,98,172964,Strangers,9/1/2023
Water,Tyla,14,0,1,11/13/2023,96,200255,Water,7/28/2023
QLONA,"KAROL G, Peso Pluma",15,0,1,11/13/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",16,0,1,11/13/2023,94,191466,Que Onda,8/30/2023
Lovin On Me,Jack Harlow,17,0,33,11/13/2023,75,138411,Lovin On Me,11/10/2023
Agora Hills,Doja Cat,18,0,9,11/13/2023,82,265360,Scarlet,9/20/2023
LALA,Myke Towers,19,2,0,11/13/2023,96,197920,LA VIDA ES UNA,3/23/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",20,0,-10,11/13/2023,88,201812,3D : The Remixes,10/2/2023
Según Quién,"Maluma, Carin Leon",21,4,0,11/13/2023,89,142334,Don Juan,8/25/2023
I Wanna Be Yours,Arctic Monkeys,22,1,0,11/13/2023,95,183956,AM,9/9/2013
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,23,-4,-9,11/13/2023,92,146436,1989 (Taylor's Version),10/26/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",24,6,-1,11/13/2023,94,212878,GÉNESIS,6/29/2023
Dance The Night - From Barbie The Album,Dua Lipa,25,-3,7,11/13/2023,94,176579,Dance The Night (From Barbie The Album),5/25/2023
As It Was,Harry Styles,26,1,5,11/13/2023,95,167303,Harry's House,5/20/2022
Prada,"cassö, RAYE, D-Block Europe",27,-3,2,11/13/2023,94,132359,Prada,8/11/2023
vampire,Olivia Rodrigo,28,1,2,11/13/2023,95,219724,GUTS,9/8/2023
Daylight,David Kushner,29,-1,4,11/13/2023,95,212953,Daylight,4/14/2023
Lollipop,Darell,30,1,-12,11/13/2023,94,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
Starboy,"The Weeknd, Daft Punk",31,2,3,11/13/2023,94,230453,Starboy,11/25/2016
All I Want for Christmas Is You,Mariah Carey,32,18,18,11/13/2023,87,241106,Merry Christmas,10/28/1994
Columbia,Quevedo,33,9,12,11/13/2023,94,186000,Columbia,7/7/2023
Kill Bill,SZA,34,7,6,11/13/2023,91,153946,SOS,12/8/2022
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",35,5,15,11/13/2023,90,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
fukumean,Gunna,36,1,5,11/13/2023,94,125040,a Gift & a Curse,6/16/2023
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,37,2,2,11/13/2023,95,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
LALALALA,Stray Kids,38,-12,12,11/13/2023,74,182224,ROCK-STAR,11/10/2023
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",39,-5,9,11/13/2023,93,227195,Zach Bryan,8/25/2023
Stick Season,Noah Kahan,40,-5,10,11/13/2023,90,182346,Stick Season,10/14/2022
IDGAF (feat. Yeat),"Drake, Yeat",41,-3,-5,11/13/2023,94,260111,For All The Dogs,10/6/2023
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,42,-10,-22,11/13/2023,91,180381,1989 (Taylor's Version),10/26/2023
LOU LOU,"Gabito Ballesteros, Natanael Cano",43,6,-5,11/13/2023,90,188000,LOU LOU,10/19/2023
Another Love,Tom Odell,44,-1,5,11/13/2023,92,244360,Long Way Down (Deluxe),6/24/2013
Classy 101,"Feid, Young Miko",45,5,5,11/13/2023,92,195986,Classy 101,3/31/2023
Sweater Weather,The Neighbourhood,46,-1,4,11/13/2023,92,240400,I Love You.,4/19/2013
The Night We Met,Lord Huron,47,-3,3,11/13/2023,83,208211,Strange Trails,4/7/2015
Die For You,The Weeknd,48,2,2,11/13/2023,90,260253,Starboy,11/24/2016
Anti-Hero,Taylor Swift,49,-1,1,11/13/2023,93,200690,Midnights,10/21/2022
Flowers,Miley Cyrus,50,0,0,11/13/2023,92,200600,Endless Summer Vacation,8/18/2023
greedy,Tate McRae,1,0,2,11/12/2023,100,131872,greedy,9/15/2023
Houdini,Dua Lipa,2,48,48,11/12/2023,58,185917,Houdini,11/9/2023
Si No Estás,iñigo quintero,3,0,1,11/12/2023,99,184061,Si No Estás,9/23/2022
Standing Next to You,Jung Kook,4,-2,-2,11/12/2023,94,206019,GOLDEN,11/3/2023
PERRO NEGRO,"Bad Bunny, Feid",5,-1,3,11/12/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Cruel Summer,Taylor Swift,6,0,3,11/12/2023,99,178426,Lover,8/23/2019
Paint The Town Red,Doja Cat,7,1,-1,11/12/2023,89,230480,Scarlet,9/20/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",8,-3,-7,11/12/2023,85,183550,GOLDEN,11/3/2023
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,9,-2,-4,11/12/2023,94,229477,1989 (Taylor's Version),10/26/2023
MONACO,Bad Bunny,10,-1,0,11/12/2023,98,267194,nadie sabe lo que va a pasar mañana,10/13/2023
My Love Mine All Mine,Mitski,11,-1,2,11/12/2023,97,137773,The Land Is Inhospitable and So Are We,9/15/2023
Strangers,Kenya Grace,12,-1,-1,11/12/2023,98,172964,Strangers,9/1/2023
HARLEY QUINN,"Fuerza Regida, Marshmello",13,-1,7,11/12/2023,91,143327,Pa las Baby's Y Belikeada,10/20/2023
Water,Tyla,14,-1,0,11/12/2023,96,200255,Water,7/28/2023
QLONA,"KAROL G, Peso Pluma",15,-1,4,11/12/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",16,-1,6,11/12/2023,94,191466,Que Onda,8/30/2023
Lovin On Me,Jack Harlow,17,33,33,11/12/2023,0,138411,Lovin On Me,11/10/2023
Agora Hills,Doja Cat,18,0,12,11/12/2023,82,265360,Scarlet,9/20/2023
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,19,-3,-7,11/12/2023,92,146436,1989 (Taylor's Version),10/26/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",20,-3,-13,11/12/2023,89,201812,3D : The Remixes,10/2/2023
LALA,Myke Towers,21,-2,5,11/12/2023,97,197920,LA VIDA ES UNA,3/23/2023
Dance The Night - From Barbie The Album,Dua Lipa,22,8,16,11/12/2023,94,176579,Dance The Night (From Barbie The Album),5/25/2023
I Wanna Be Yours,Arctic Monkeys,23,-3,8,11/12/2023,95,183956,AM,9/9/2013
Prada,"cassö, RAYE, D-Block Europe",24,3,9,11/12/2023,94,132359,Prada,8/11/2023
Según Quién,"Maluma, Carin Leon",25,-4,7,11/12/2023,89,142334,Don Juan,8/25/2023
LALALALA,Stray Kids,26,24,24,11/12/2023,0,182224,ROCK-STAR,11/10/2023
As It Was,Harry Styles,27,-2,13,11/12/2023,95,167303,Harry's House,5/20/2022
Daylight,David Kushner,28,-4,11,11/12/2023,95,212953,Daylight,4/14/2023
vampire,Olivia Rodrigo,29,-1,5,11/12/2023,95,219724,GUTS,9/8/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",30,-4,5,11/12/2023,94,212878,GÉNESIS,6/29/2023
Lollipop,Darell,31,-8,-6,11/12/2023,95,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,32,-10,-15,11/12/2023,91,180381,1989 (Taylor's Version),10/26/2023
Starboy,"The Weeknd, Daft Punk",33,-4,8,11/12/2023,94,230453,Starboy,11/25/2016
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",34,-1,12,11/12/2023,93,227195,Zach Bryan,8/25/2023
Stick Season,Noah Kahan,35,1,15,11/12/2023,90,182346,Stick Season,10/14/2022
Northern Attitude (with Hozier),"Noah Kahan, Hozier",36,14,14,11/12/2023,42,267256,Northern Attitude (with Hozier),11/10/2023
fukumean,Gunna,37,-2,6,11/12/2023,94,125040,a Gift & a Curse,6/16/2023
IDGAF (feat. Yeat),"Drake, Yeat",38,-6,-2,11/12/2023,94,260111,For All The Dogs,10/6/2023
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,39,-8,3,11/12/2023,95,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",40,3,10,11/12/2023,90,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
Kill Bill,SZA,41,-7,4,11/12/2023,92,153946,SOS,12/8/2022
Columbia,Quevedo,42,-2,6,11/12/2023,94,186000,Columbia,7/7/2023
Another Love,Tom Odell,43,-6,7,11/12/2023,92,244360,Long Way Down (Deluxe),6/24/2013
The Night We Met,Lord Huron,44,-6,6,11/12/2023,83,208211,Strange Trails,4/7/2015
Sweater Weather,The Neighbourhood,45,-4,5,11/12/2023,93,240400,I Love You.,4/19/2013
Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,46,-7,-25,11/12/2023,90,279833,1989 (Taylor's Version),10/26/2023
MEGAVERSE,Stray Kids,47,3,3,11/12/2023,0,185520,ROCK-STAR,11/10/2023
Anti-Hero,Taylor Swift,48,-2,2,11/12/2023,93,200690,Midnights,10/21/2022
LOU LOU,"Gabito Ballesteros, Natanael Cano",49,-5,-2,11/12/2023,89,188000,LOU LOU,10/19/2023
Die For You,The Weeknd,50,-8,0,11/12/2023,90,260253,Starboy,11/24/2016
greedy,Tate McRae,1,1,0,11/11/2023,100,131872,greedy,9/15/2023
Standing Next to You,Jung Kook,2,-1,48,11/11/2023,94,206019,GOLDEN,11/3/2023
Si No Estás,iñigo quintero,3,0,-1,11/11/2023,99,184061,Si No Estás,9/23/2022
PERRO NEGRO,"Bad Bunny, Feid",4,1,3,11/11/2023,97,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",5,-1,45,11/11/2023,85,183550,GOLDEN,11/3/2023
Cruel Summer,Taylor Swift,6,1,0,11/11/2023,99,178426,Lover,8/23/2019
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,7,-1,-4,11/11/2023,93,229477,1989 (Taylor's Version),10/26/2023
Paint The Town Red,Doja Cat,8,0,-3,11/11/2023,89,230480,Scarlet,9/20/2023
MONACO,Bad Bunny,9,0,-1,11/11/2023,98,267194,nadie sabe lo que va a pasar mañana,10/13/2023
My Love Mine All Mine,Mitski,10,0,1,11/11/2023,97,137773,The Land Is Inhospitable and So Are We,9/15/2023
Strangers,Kenya Grace,11,0,-1,11/11/2023,98,172964,Strangers,9/1/2023
HARLEY QUINN,"Fuerza Regida, Marshmello",12,1,6,11/11/2023,90,143327,Pa las Baby's Y Belikeada,10/20/2023
Water,Tyla,13,-1,0,11/11/2023,96,200255,Water,7/28/2023
QLONA,"KAROL G, Peso Pluma",14,0,1,11/11/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",15,2,4,11/11/2023,94,191466,Que Onda,8/30/2023
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,16,-1,-7,11/11/2023,92,146436,1989 (Taylor's Version),10/26/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",17,-1,-1,11/11/2023,89,201812,3D : The Remixes,10/2/2023
Agora Hills,Doja Cat,18,0,4,11/11/2023,82,265360,Scarlet,9/20/2023
LALA,Myke Towers,19,0,1,11/11/2023,97,197920,LA VIDA ES UNA,3/23/2023
I Wanna Be Yours,Arctic Monkeys,20,0,1,11/11/2023,95,183956,AM,9/9/2013
Según Quién,"Maluma, Carin Leon",21,0,3,11/11/2023,89,142334,Don Juan,8/25/2023
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,22,0,-10,11/11/2023,91,180381,1989 (Taylor's Version),10/26/2023
Lollipop,Darell,23,0,-6,11/11/2023,95,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
Daylight,David Kushner,24,0,4,11/11/2023,95,212953,Daylight,4/14/2023
As It Was,Harry Styles,25,0,7,11/11/2023,95,167303,Harry's House,5/20/2022
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",26,3,3,11/11/2023,95,212878,GÉNESIS,6/29/2023
Prada,"cassö, RAYE, D-Block Europe",27,0,4,11/11/2023,94,132359,Prada,8/11/2023
vampire,Olivia Rodrigo,28,-2,-1,11/11/2023,95,219724,GUTS,9/8/2023
Starboy,"The Weeknd, Daft Punk",29,-1,1,11/11/2023,94,230453,Starboy,11/25/2016
Dance The Night - From Barbie The Album,Dua Lipa,30,0,5,11/11/2023,94,176579,Dance The Night (From Barbie The Album),5/25/2023
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,31,0,2,11/11/2023,95,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
